City,Name,Address,Price,Property Link,Amenities,Property Rating,Review Count,min_price,max_price,postal_code,city_name,security,gated,surveillance,camera,alarm,guard,controlled access,key fob entry,night patrol,24-hour surveillance,access control,security system,electronic locks,monitoring,fenced,safe,locked,protected,secure entry,patrol,total_security_amenities
Agoura Hills,"29128 Oak Creek Ln Unit FL1-ID5570A, Agoura Hills, CA 91301","29128 Oak Creek Ln Unit FL1-ID5570A, Agoura Hills, CA 91301","$3,150",https://www.apartments.com/29128-oak-creek-ln-agoura-hills-ca-unit-fl1-id5570a/z1sccby/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,3150.0,,91301,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"29128 Oak Creek Ln Unit FL2-ID4682A, Agoura Hills, CA 91301","29128 Oak Creek Ln Unit FL2-ID4682A, Agoura Hills, CA 91301","$3,220",https://www.apartments.com/29128-oak-creek-ln-agoura-hills-ca-unit-fl2-id4682a/bstz67b/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,3220.0,,91301,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"29128 Oak Creek Ln Unit FL2-ID4952A, Agoura Hills, CA 91301","29128 Oak Creek Ln Unit FL2-ID4952A, Agoura Hills, CA 91301","$4,870",https://www.apartments.com/29128-oak-creek-ln-agoura-hills-ca-unit-fl2-id4952a/tvhg4vc/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,4870.0,,91301,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"29128 Oak Creek Ln Unit FL1-ID4683A, Agoura Hills, CA 91301","29128 Oak Creek Ln Unit FL1-ID4683A, Agoura Hills, CA 91301","$3,860",https://www.apartments.com/29128-oak-creek-ln-agoura-hills-ca-unit-fl1-id4683a/g00k80x/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,3860.0,,91301,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"29128 Oak Creek Ln Unit FL2-ID4951A, Agoura Hills, CA 91301","29128 Oak Creek Ln Unit FL2-ID4951A, Agoura Hills, CA 91301","$4,450",https://www.apartments.com/29128-oak-creek-ln-agoura-hills-ca-unit-fl2-id4951a/6cf138t/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,4450.0,,91301,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"29128 Oak Creek Ln Unit FL2-ID4419A, Agoura Hills, CA 91301","29128 Oak Creek Ln Unit FL2-ID4419A, Agoura Hills, CA 91301","$3,910",https://www.apartments.com/29128-oak-creek-ln-agoura-hills-ca-unit-fl2-id4419a/v5e3g0e/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites, Balcony",0.0,0,3910.0,,91301,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"29128 Oak Creek Ln Unit FL1-ID4661A, Agoura Hills, CA 91301","29128 Oak Creek Ln Unit FL1-ID4661A, Agoura Hills, CA 91301","$4,150",https://www.apartments.com/29128-oak-creek-ln-agoura-hills-ca-unit-fl1-id4661a/bv98e18/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,4150.0,,91301,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"29128 Oak Creek Ln Unit FL1-ID5589A, Agoura Hills, CA 91301","29128 Oak Creek Ln Unit FL1-ID5589A, Agoura Hills, CA 91301","$4,640",https://www.apartments.com/29128-oak-creek-ln-agoura-hills-ca-unit-fl1-id5589a/lkm787g/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,4640.0,,91301,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"29128 Oak Creek Ln Unit FL1-ID4532A, Agoura Hills, CA 91301","29128 Oak Creek Ln Unit FL1-ID4532A, Agoura Hills, CA 91301","$3,880",https://www.apartments.com/29128-oak-creek-ln-agoura-hills-ca-unit-fl1-id4532a/swgpvm7/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites, Balcony",0.0,0,3880.0,,91301,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"29128 Oak Creek Ln Unit FL1-ID4601A, Agoura Hills, CA 91301","29128 Oak Creek Ln Unit FL1-ID4601A, Agoura Hills, CA 91301","$4,020",https://www.apartments.com/29128-oak-creek-ln-agoura-hills-ca-unit-fl1-id4601a/w6svpvj/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,4020.0,,91301,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"5249 Colodny Dr, Agoura Hills, CA 91301","5249 Colodny Dr, Agoura Hills, CA 91301","$3,750",https://www.apartments.com/5249-colodny-dr-agoura-hills-ca/1b0jqk6/,No amenities found,0.0,0,3750.0,,91301,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL2-ID5029A, Calabasas, CA 91302","3831 Orchid Ln Unit FL2-ID5029A, Calabasas, CA 91302","$4,470",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl2-id5029a/dqqdkyl/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Elevator, Corporate Suites",0.0,0,4470.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID4957A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID4957A, Calabasas, CA 91302","$3,200",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id4957a/q39g5fy/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,3200.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID5077A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID5077A, Calabasas, CA 91302","$3,320",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id5077a/ndnek7m/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,3320.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID5076A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID5076A, Calabasas, CA 91302","$4,020",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id5076a/hpykrk3/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,4020.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID5078A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID5078A, Calabasas, CA 91302","$3,880",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id5078a/z5h73rw/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Elevator, Corporate Suites",0.0,0,3880.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID5387A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID5387A, Calabasas, CA 91302","$3,210",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id5387a/egtnj5n/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,3210.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID5420A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID5420A, Calabasas, CA 91302","$4,100",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id5420a/jyx9hm5/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,4100.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID5532A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID5532A, Calabasas, CA 91302","$3,170",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id5532a/ndd1ynn/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,3170.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL2-ID5544A, Calabasas, CA 91302","3831 Orchid Ln Unit FL2-ID5544A, Calabasas, CA 91302","$3,640",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl2-id5544a/42nbhgj/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Elevator, Corporate Suites",0.0,0,3640.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID5559A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID5559A, Calabasas, CA 91302","$2,990",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id5559a/ydfh6mv/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,2990.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL2-ID4546A, Calabasas, CA 91302","3831 Orchid Ln Unit FL2-ID4546A, Calabasas, CA 91302","$3,890",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl2-id4546a/svlpww5/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Elevator, Corporate Suites, Balcony",0.0,0,3890.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID4581A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID4581A, Calabasas, CA 91302","$3,730",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id4581a/yces32t/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Elevator, Corporate Suites, Balcony",0.0,0,3730.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL2-ID4545A, Calabasas, CA 91302","3831 Orchid Ln Unit FL2-ID4545A, Calabasas, CA 91302","$4,640",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl2-id4545a/py889xt/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites, Balcony",0.0,0,4640.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL2-ID5493A, Calabasas, CA 91302","3831 Orchid Ln Unit FL2-ID5493A, Calabasas, CA 91302","$4,770",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl2-id5493a/9xzqrd4/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,4770.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID4907A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID4907A, Calabasas, CA 91302","$3,040",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id4907a/07p0kv3/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,3040.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID4954A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID4954A, Calabasas, CA 91302","$4,030",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id4954a/36jsc4e/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Elevator, Corporate Suites",0.0,0,4030.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID4986A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID4986A, Calabasas, CA 91302","$3,340",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id4986a/c34jftf/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Elevator, Corporate Suites",0.0,0,3340.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL2-ID5018A, Calabasas, CA 91302","3831 Orchid Ln Unit FL2-ID5018A, Calabasas, CA 91302","$3,380",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl2-id5018a/9b0lz36/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,3380.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID4389A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID4389A, Calabasas, CA 91302","$4,720",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id4389a/qkhg8ez/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites, Balcony",0.0,0,4720.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL2-ID5386A, Calabasas, CA 91302","3831 Orchid Ln Unit FL2-ID5386A, Calabasas, CA 91302","$3,920",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl2-id5386a/9xkjlp4/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Elevator, Corporate Suites",0.0,0,3920.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL2-ID4624A, Calabasas, CA 91302","3831 Orchid Ln Unit FL2-ID4624A, Calabasas, CA 91302","$3,760",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl2-id4624a/2r2503c/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Elevator, Corporate Suites",0.0,0,3760.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID4632A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID4632A, Calabasas, CA 91302","$4,610",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id4632a/g5mkery/,No amenities found,0.0,0,4610.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL1-ID4686A, Calabasas, CA 91302","3831 Orchid Ln Unit FL1-ID4686A, Calabasas, CA 91302","$5,240",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl1-id4686a/vj669qe/,No amenities found,0.0,0,5240.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agoura Hills,"3831 Orchid Ln Unit FL2-ID4752A, Calabasas, CA 91302","3831 Orchid Ln Unit FL2-ID4752A, Calabasas, CA 91302","$3,650",https://www.apartments.com/3831-orchid-ln-calabasas-ca-unit-fl2-id4752a/cqwpgcg/,"Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Wi-Fi, Washer/Dryer, Air Conditioning, Dishwasher, Kitchen, Microwave, Oven, Refrigerator, Freezer, Furnished, Corporate Suites",0.0,0,3650.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
